Year,State ANSI,County ANSI,State,County,Value
2002,48,161,TEXAS,FREESTONE, (D)
2002,48,185,TEXAS,GRIMES,917
2002,48,199,TEXAS,HARDIN, (D)
2002,48,241,TEXAS,JASPER,540
2002,48,289,TEXAS,LEON,"2,462"
2002,48,313,TEXAS,MADISON,744
2002,48,339,TEXAS,MONTGOMERY,"1,131"
2002,48,351,TEXAS,NEWTON, (D)
2002,48,373,TEXAS,POLK,79
2002,48,395,TEXAS,ROBERTSON,"2,884"
2002,48,403,TEXAS,SABINE,"1,432"
2002,48,407,TEXAS,SAN JACINTO,125
2002,48,455,TEXAS,TRINITY,620
2002,48,457,TEXAS,TYLER,241
2002,48,471,TEXAS,WALKER,822
2002,48,473,TEXAS,WALLER,"1,236"
2002,48,031,TEXAS,BLANCO,421
2002,48,053,TEXAS,BURNET,252
2002,48,081,TEXAS,COKE, (D)
2002,48,095,TEXAS,CONCHO, (D)
2002,48,171,TEXAS,GILLESPIE,466
2002,48,235,TEXAS,IRION, (D)
2002,48,259,TEXAS,KENDALL,177
2002,48,265,TEXAS,KERR, (D)
2002,48,267,TEXAS,KIMBLE, (D)
2002,48,271,TEXAS,KINNEY,"3,726"
2002,48,281,TEXAS,LAMPASAS,154
2002,48,319,TEXAS,MASON,954
2002,48,307,TEXAS,MCCULLOCH, (D)
2002,48,383,TEXAS,REAGAN, (D)
2002,48,451,TEXAS,TOM GREEN,"3,917"
2002,48,461,TEXAS,UPTON, (D)
2002,48,463,TEXAS,UVALDE,30
2002,48,465,TEXAS,VAL VERDE, (D)
2002,48,061,TEXAS,CAMERON, (D)
2002,48,215,TEXAS,HIDALGO,"6,047"
2002,48,427,TEXAS,STARR, (D)
2002,48,011,TEXAS,ARMSTRONG, (D)
2002,48,045,TEXAS,BRISCOE, (D)
2002,48,065,TEXAS,CARSON,"6,672"
2002,48,069,TEXAS,CASTRO, (D)
2002,48,111,TEXAS,DALLAM,"10,729"
2002,48,117,TEXAS,DEAF SMITH, (D)
2002,48,153,TEXAS,FLOYD, (D)
2002,48,179,TEXAS,GRAY,"3,815"
2002,48,189,TEXAS,HALE,"9,581"
2002,48,195,TEXAS,HANSFORD,"2,578"
2002,48,205,TEXAS,HARTLEY,"21,325"
2002,48,211,TEXAS,HEMPHILL,"2,194"
2002,48,233,TEXAS,HUTCHINSON, (D)
2002,48,295,TEXAS,LIPSCOMB,"6,411"
2002,48,341,TEXAS,MOORE, (D)
2002,48,357,TEXAS,OCHILTREE,"2,024"
2002,48,359,TEXAS,OLDHAM, (D)
2002,48,369,TEXAS,PARMER,"15,974"
2002,48,375,TEXAS,POTTER, (D)
2002,48,381,TEXAS,RANDALL, (D)
2002,48,421,TEXAS,SHERMAN,"2,820"
2002,48,437,TEXAS,SWISHER,897
2002,48,033,TEXAS,BORDEN, (D)
2002,48,075,TEXAS,CHILDRESS, (D)
2002,48,087,TEXAS,COLLINGSWORTH,"4,325"
2002,48,101,TEXAS,COTTLE,969
2002,48,125,TEXAS,DICKENS,"10,029"
2002,48,129,TEXAS,DONLEY,"10,573"
2002,48,155,TEXAS,FOARD,"5,809"
2002,48,169,TEXAS,GARZA, (D)
2002,48,191,TEXAS,HALL, (D)
2002,48,197,TEXAS,HARDEMAN, (D)
2002,48,263,TEXAS,KENT, (D)
2002,48,345,TEXAS,MOTLEY, (D)
2002,48,483,TEXAS,WHEELER,"1,620"
2002,48,485,TEXAS,WICHITA,"1,496"
2002,48,487,TEXAS,WILBARGER,"55,644"
2002,48,015,TEXAS,AUSTIN,"1,568"
2002,48,021,TEXAS,BASTROP,319
2002,48,025,TEXAS,BEE,22
2002,48,029,TEXAS,BEXAR,"2,004"
2002,48,051,TEXAS,BURLESON, (D)
2002,48,055,TEXAS,CALDWELL,502
2002,48,089,TEXAS,COLORADO,556
2002,48,123,TEXAS,DE WITT,"2,838"
2002,48,149,TEXAS,FAYETTE,"1,650"
2002,48,175,TEXAS,GOLIAD,167
2002,48,177,TEXAS,GONZALES, (D)
2002,48,187,TEXAS,GUADALUPE,411
2002,48,209,TEXAS,HAYS, (D)
2002,48,255,TEXAS,KARNES,80
2002,48,285,TEXAS,LAVACA,960
2002,48,287,TEXAS,LEE,834
2002,48,325,TEXAS,MEDINA,286
2002,48,453,TEXAS,TRAVIS,230
2002,48,477,TEXAS,WASHINGTON,705
2002,48,493,TEXAS,WILSON,"1,118"
2002,48,013,TEXAS,ATASCOSA,471
2002,48,127,TEXAS,DIMMIT, (D)
2002,48,131,TEXAS,DUVAL,342
2002,48,163,TEXAS,FRIO,895
2002,48,249,TEXAS,JIM WELLS,146
2002,48,297,TEXAS,LIVE OAK,"4,515"
2002,48,323,TEXAS,MAVERICK, (D)
2002,48,479,TEXAS,WEBB, (D)
2002,48,505,TEXAS,ZAPATA, (D)
2002,48,507,TEXAS,ZAVALA, (D)
2002,48,003,TEXAS,ANDREWS, (D)
2002,48,017,TEXAS,BAILEY,"15,989"
2002,48,079,TEXAS,COCHRAN,"4,242"
2002,48,107,TEXAS,CROSBY, (D)
2002,48,115,TEXAS,DAWSON,"8,967"
2002,48,165,TEXAS,GAINES,"19,688"
2002,48,173,TEXAS,GLASSCOCK, (D)
2002,48,219,TEXAS,HOCKLEY, (D)
2002,48,227,TEXAS,HOWARD, (D)
2002,48,279,TEXAS,LAMB,"25,204"
2002,48,303,TEXAS,LUBBOCK, (D)
2002,48,305,TEXAS,LYNN,"4,403"
2002,48,317,TEXAS,MARTIN,"3,707"
2002,48,329,TEXAS,MIDLAND,"3,306"
2002,48,445,TEXAS,TERRY, (D)
2002,48,501,TEXAS,YOAKUM, (D)
2002,48,023,TEXAS,BAYLOR,47
2002,48,083,TEXAS,COLEMAN, (D)
2002,48,151,TEXAS,FISHER,"1,342"
2002,48,207,TEXAS,HASKELL, (D)
2002,48,253,TEXAS,JONES,516
2002,48,275,TEXAS,KNOX,204
2002,48,335,TEXAS,MITCHELL,"1,159"
2002,48,353,TEXAS,NOLAN, (D)
2002,48,399,TEXAS,RUNNELS, (D)
2002,48,415,TEXAS,SCURRY, (D)
2002,48,433,TEXAS,STONEWALL, (D)
2002,48,441,TEXAS,TAYLOR,264
2002,48,043,TEXAS,BREWSTER, (D)
2002,48,103,TEXAS,CRANE, (D)
2002,48,109,TEXAS,CULBERSON, (D)
2002,48,135,TEXAS,ECTOR,413
2002,48,141,TEXAS,EL PASO,"21,875"
2002,48,229,TEXAS,HUDSPETH,"90,277"
2002,48,243,TEXAS,JEFF DAVIS, (D)
2002,48,371,TEXAS,PECOS,"23,504"
2002,48,377,TEXAS,PRESIDIO,"2,621"
2002,48,389,TEXAS,REEVES,"10,820"
2002,48,443,TEXAS,TERRELL, (D)
2002,48,475,TEXAS,WARD,6
2002,48,495,TEXAS,WINKLER, (D)
2002,48,039,TEXAS,BRAZORIA,"2,259"
2002,48,057,TEXAS,CALHOUN, (D)
2002,48,157,TEXAS,FORT BEND,325
2002,48,167,TEXAS,GALVESTON,91
2002,48,201,TEXAS,HARRIS,835
2002,48,239,TEXAS,JACKSON, (D)
2002,48,245,TEXAS,JEFFERSON, (D)
2002,48,291,TEXAS,LIBERTY,380
2002,48,321,TEXAS,MATAGORDA, (D)
2002,48,361,TEXAS,ORANGE,69
2002,48,469,TEXAS,VICTORIA,667
2002,48,481,TEXAS,WHARTON,"1,052"
2002,49,023,UTAH,JUAB,"55,668"
2002,49,027,UTAH,MILLARD,"274,067"
2002,49,039,UTAH,SANPETE,"97,877"
2002,49,041,UTAH,SEVIER,"132,127"
2002,49,049,UTAH,UTAH,"137,104"
2002,49,007,UTAH,CARBON,"12,652"
2002,49,009,UTAH,DAGGETT,"6,736"
2002,49,013,UTAH,DUCHESNE,"102,108"
2002,49,015,UTAH,EMERY,"34,538"
2002,49,019,UTAH,GRAND,"7,640"
2002,49,037,UTAH,SAN JUAN,"5,012"
2002,49,043,UTAH,SUMMIT,"19,522"
2002,49,047,UTAH,UINTAH,"74,444"
2002,49,051,UTAH,WASATCH,"16,897"
2002,49,003,UTAH,BOX ELDER,"180,525"
2002,49,005,UTAH,CACHE,"215,744"
2002,49,011,UTAH,DAVIS,"24,455"
2002,49,029,UTAH,MORGAN,"20,135"
2002,49,033,UTAH,RICH,"10,284"
2002,49,035,UTAH,SALT LAKE,"11,785"
2002,49,045,UTAH,TOOELE,"41,652"
2002,49,057,UTAH,WEBER,"60,853"
2002,49,001,UTAH,BEAVER,"121,784"
2002,49,017,UTAH,GARFIELD,"15,675"
2002,49,021,UTAH,IRON,"236,538"
2002,49,025,UTAH,KANE,"4,312"
2002,49,031,UTAH,PIUTE,"19,816"
2002,49,053,UTAH,WASHINGTON,"22,836"
2002,49,055,UTAH,WAYNE,"32,473"
2002,50,001,VERMONT,ADDISON,"34,261"
2002,50,003,VERMONT,BENNINGTON,"2,929"
2002,50,005,VERMONT,CALEDONIA,"2,794"
2002,50,007,VERMONT,CHITTENDEN,"7,321"
2002,50,009,VERMONT,ESSEX,845
2002,50,011,VERMONT,FRANKLIN,"9,073"
2002,50,013,VERMONT,GRAND ISLE,"5,040"
2002,50,015,VERMONT,LAMOILLE,"3,414"
2002,50,017,VERMONT,ORANGE,"4,314"
2002,50,019,VERMONT,ORLEANS,"4,643"
2002,50,021,VERMONT,RUTLAND,"8,464"
2002,50,023,VERMONT,WASHINGTON,"2,479"
2002,50,025,VERMONT,WINDHAM,"1,374"
2002,50,027,VERMONT,WINDSOR,"2,627"
2002,51,003,VIRGINIA,ALBEMARLE,"5,215"
2002,51,007,VIRGINIA,AMELIA,"3,288"
2002,51,009,VIRGINIA,AMHERST,"1,586"
2002,51,011,VIRGINIA,APPOMATTOX,"1,641"
2002,51,019,VIRGINIA,BEDFORD,"6,164"
2002,51,029,VIRGINIA,BUCKINGHAM,677
2002,51,031,VIRGINIA,CAMPBELL,"2,129"
2002,51,033,VIRGINIA,CAROLINE,"1,059"
2002,51,041,VIRGINIA,CHESTERFIELD,69
2002,51,049,VIRGINIA,CUMBERLAND,"1,191"
2002,51,065,VIRGINIA,FLUVANNA,338
2002,51,075,VIRGINIA,GOOCHLAND,519
2002,51,079,VIRGINIA,GREENE,736
2002,51,085,VIRGINIA,HANOVER,"3,577"
2002,51,087,VIRGINIA,HENRICO,825
2002,51,109,VIRGINIA,LOUISA,"3,214"
2002,51,125,VIRGINIA,NELSON,"1,002"
2002,51,137,VIRGINIA,ORANGE,"2,101"
2002,51,145,VIRGINIA,POWHATAN,"1,758"
2002,51,147,VIRGINIA,PRINCE EDWARD,"1,813"
2002,51,177,VIRGINIA,SPOTSYLVANIA,995
2002,51,001,VIRGINIA,ACCOMACK,236
2002,51,036,VIRGINIA,CHARLES CITY, (D)
2002,51,057,VIRGINIA,ESSEX,175
2002,51,073,VIRGINIA,GLOUCESTER,971
2002,51,095,VIRGINIA,JAMES CITY, (D)
2002,51,097,VIRGINIA,KING AND QUEEN,"1,296"
2002,51,099,VIRGINIA,KING GEORGE,427
2002,51,101,VIRGINIA,KING WILLIAM,619
2002,51,103,VIRGINIA,LANCASTER, (D)
2002,51,119,VIRGINIA,MIDDLESEX, (D)
2002,51,127,VIRGINIA,NEW KENT, (D)
2002,51,131,VIRGINIA,NORTHAMPTON,96
2002,51,133,VIRGINIA,NORTHUMBERLAND,466
2002,51,159,VIRGINIA,RICHMOND,475
2002,51,193,VIRGINIA,WESTMORELAND,582
2002,51,043,VIRGINIA,CLARKE,"5,661"
2002,51,047,VIRGINIA,CULPEPER,"6,836"
2002,51,059,VIRGINIA,FAIRFAX,283
2002,51,061,VIRGINIA,FAUQUIER,"9,716"
2002,51,069,VIRGINIA,FREDERICK,"6,961"
2002,51,107,VIRGINIA,LOUDOUN,"7,452"
2002,51,113,VIRGINIA,MADISON,"3,151"
2002,51,139,VIRGINIA,PAGE,"5,788"
2002,51,153,VIRGINIA,PRINCE WILLIAM,"1,131"
2002,51,157,VIRGINIA,RAPPAHANNOCK,"4,948"
2002,51,165,VIRGINIA,ROCKINGHAM,"33,109"
2002,51,171,VIRGINIA,SHENANDOAH,"9,793"
2002,51,179,VIRGINIA,STAFFORD,741
2002,51,187,VIRGINIA,WARREN,"1,975"
2002,51,025,VIRGINIA,BRUNSWICK,"1,075"
2002,51,550,VIRGINIA,CHESAPEAKE CITY,263
2002,51,053,VIRGINIA,DINWIDDIE,821
2002,51,081,VIRGINIA,GREENSVILLE, (D)
2002,51,093,VIRGINIA,ISLE OF WIGHT,478
2002,51,117,VIRGINIA,MECKLENBURG,"1,489"
2002,51,149,VIRGINIA,PRINCE GEORGE,12
2002,51,175,VIRGINIA,SOUTHAMPTON, (D)
2002,51,800,VIRGINIA,SUFFOLK CITY, (D)
2002,51,181,VIRGINIA,SURRY,318
2002,51,183,VIRGINIA,SUSSEX, (D)
2002,51,037,VIRGINIA,CHARLOTTE,"1,015"
2002,51,067,VIRGINIA,FRANKLIN,"6,369"
2002,51,083,VIRGINIA,HALIFAX,"2,670"
2002,51,089,VIRGINIA,HENRY, (D)
2002,51,111,VIRGINIA,LUNENBURG, (D)
2002,51,135,VIRGINIA,NOTTOWAY,"2,439"
2002,51,141,VIRGINIA,PATRICK,"2,942"
2002,51,143,VIRGINIA,PITTSYLVANIA,"3,860"
2002,51,021,VIRGINIA,BLAND,"5,984"
2002,51,027,VIRGINIA,BUCHANAN,122
2002,51,035,VIRGINIA,CARROLL,"6,617"
2002,51,051,VIRGINIA,DICKENSON,70
2002,51,063,VIRGINIA,FLOYD,"6,195"
2002,51,071,VIRGINIA,GILES,"1,535"
2002,51,077,VIRGINIA,GRAYSON,"3,996"
2002,51,105,VIRGINIA,LEE,"2,781"
2002,51,121,VIRGINIA,MONTGOMERY,"9,196"
2002,51,155,VIRGINIA,PULASKI,"6,147"
2002,51,167,VIRGINIA,RUSSELL,"7,682"
2002,51,169,VIRGINIA,SCOTT,"5,538"
2002,51,173,VIRGINIA,SMYTH,"9,108"
2002,51,185,VIRGINIA,TAZEWELL,"9,218"
2002,51,191,VIRGINIA,WASHINGTON,"17,440"
2002,51,195,VIRGINIA,WISE,247
2002,51,197,VIRGINIA,WYTHE,"17,047"
2002,51,005,VIRGINIA,ALLEGHANY, (D)
2002,51,015,VIRGINIA,AUGUSTA,"36,298"
2002,51,017,VIRGINIA,BATH, (D)
2002,51,023,VIRGINIA,BOTETOURT,"6,717"
2002,51,045,VIRGINIA,CRAIG,955
2002,51,091,VIRGINIA,HIGHLAND,"1,765"
2002,51,161,VIRGINIA,ROANOKE,"1,225"
2002,51,163,VIRGINIA,ROCKBRIDGE,"6,316"
2002,53,005,WASHINGTON,BENTON,"69,757"
2002,53,007,WASHINGTON,CHELAN,"2,531"
2002,53,037,WASHINGTON,KITTITAS,"35,738"
2002,53,039,WASHINGTON,KLICKITAT,"46,186"
2002,53,047,WASHINGTON,OKANOGAN,"73,864"
2002,53,077,WASHINGTON,YAKIMA,"201,598"
2002,53,001,WASHINGTON,ADAMS,"122,084"
2002,53,017,WASHINGTON,DOUGLAS,"6,687"
2002,53,021,WASHINGTON,FRANKLIN,"657,868"
2002,53,025,WASHINGTON,GRANT,"898,626"
2002,53,043,WASHINGTON,LINCOLN,"47,946"
2002,53,019,WASHINGTON,FERRY,"12,389"
2002,53,051,WASHINGTON,PEND OREILLE,"7,469"
2002,53,063,WASHINGTON,SPOKANE,"82,973"
2002,53,065,WASHINGTON,STEVENS,"83,908"
2002,53,003,WASHINGTON,ASOTIN,"3,347"
2002,53,013,WASHINGTON,COLUMBIA,"5,917"
2002,53,023,WASHINGTON,GARFIELD,"1,737"
2002,53,071,WASHINGTON,WALLA WALLA,"117,428"
2002,53,075,WASHINGTON,WHITMAN,"15,817"
2002,53,009,WASHINGTON,CLALLAM,"8,016"
2002,53,011,WASHINGTON,CLARK,"1,610"
2002,53,015,WASHINGTON,COWLITZ, (D)
2002,53,027,WASHINGTON,GRAYS HARBOR,382
2002,53,029,WASHINGTON,ISLAND,"5,846"
2002,53,031,WASHINGTON,JEFFERSON,401
2002,53,033,WASHINGTON,KING,"1,026"
2002,53,035,WASHINGTON,KITSAP,187
2002,53,041,WASHINGTON,LEWIS,"4,460"
2002,53,049,WASHINGTON,PACIFIC, (D)
2002,53,053,WASHINGTON,PIERCE,116
2002,53,055,WASHINGTON,SAN JUAN,"1,072"
2002,53,057,WASHINGTON,SKAGIT,"1,242"
2002,53,059,WASHINGTON,SKAMANIA,126
2002,53,061,WASHINGTON,SNOHOMISH,"1,768"
2002,53,067,WASHINGTON,THURSTON,"1,512"
2002,53,069,WASHINGTON,WAHKIAKUM, (D)
2002,53,073,WASHINGTON,WHATCOM,"1,366"
2002,54,003,WEST VIRGINIA,BERKELEY,"11,430"
2002,54,023,WEST VIRGINIA,GRANT, (D)
2002,54,025,WEST VIRGINIA,GREENBRIER,"10,628"
2002,54,027,WEST VIRGINIA,HAMPSHIRE,"2,964"
2002,54,031,WEST VIRGINIA,HARDY,"3,611"
2002,54,037,WEST VIRGINIA,JEFFERSON,"9,843"
2002,54,057,WEST VIRGINIA,MINERAL,"2,433"
2002,54,063,WEST VIRGINIA,MONROE,"7,678"
2002,54,065,WEST VIRGINIA,MORGAN,862
2002,54,071,WEST VIRGINIA,PENDLETON,"7,528"
2002,54,075,WEST VIRGINIA,POCAHONTAS,"4,454"
2002,54,083,WEST VIRGINIA,RANDOLPH,"2,500"
2002,54,089,WEST VIRGINIA,SUMMERS,"1,490"
2002,54,093,WEST VIRGINIA,TUCKER,"1,370"
2002,54,001,WEST VIRGINIA,BARBOUR,"1,639"
2002,54,009,WEST VIRGINIA,BROOKE,"2,911"
2002,54,017,WEST VIRGINIA,DODDRIDGE,900
2002,54,029,WEST VIRGINIA,HANCOCK,969
2002,54,033,WEST VIRGINIA,HARRISON,"1,782"
2002,54,041,WEST VIRGINIA,LEWIS,"1,583"
2002,54,049,WEST VIRGINIA,MARION,996
2002,54,051,WEST VIRGINIA,MARSHALL,"2,805"
2002,54,061,WEST VIRGINIA,MONONGALIA,"1,508"
2002,54,069,WEST VIRGINIA,OHIO,"4,334"
2002,54,073,WEST VIRGINIA,PLEASANTS, (D)
2002,54,077,WEST VIRGINIA,PRESTON,"9,613"
2002,54,085,WEST VIRGINIA,RITCHIE,883
2002,54,091,WEST VIRGINIA,TAYLOR,"2,277"
2002,54,095,WEST VIRGINIA,TYLER,"1,194"
2002,54,097,WEST VIRGINIA,UPSHUR,409
2002,54,103,WEST VIRGINIA,WETZEL,425
2002,54,107,WEST VIRGINIA,WOOD,"2,298"
2002,54,005,WEST VIRGINIA,BOONE, (D)
2002,54,007,WEST VIRGINIA,BRAXTON,896
2002,54,011,WEST VIRGINIA,CABELL,"1,331"
2002,54,013,WEST VIRGINIA,CALHOUN, (D)
2002,54,015,WEST VIRGINIA,CLAY, (D)
2002,54,019,WEST VIRGINIA,FAYETTE,427
2002,54,021,WEST VIRGINIA,GILMER,298
2002,54,035,WEST VIRGINIA,JACKSON,"2,992"
2002,54,039,WEST VIRGINIA,KANAWHA, (D)
2002,54,043,WEST VIRGINIA,LINCOLN,122
2002,54,045,WEST VIRGINIA,LOGAN, (D)
2002,54,053,WEST VIRGINIA,MASON,"8,578"
2002,54,047,WEST VIRGINIA,MCDOWELL, (D)
2002,54,055,WEST VIRGINIA,MERCER,"1,298"
2002,54,059,WEST VIRGINIA,MINGO, (D)
2002,54,067,WEST VIRGINIA,NICHOLAS,875
2002,54,079,WEST VIRGINIA,PUTNAM,"1,455"
2002,54,081,WEST VIRGINIA,RALEIGH,"1,041"
2002,54,087,WEST VIRGINIA,ROANE,570
2002,54,099,WEST VIRGINIA,WAYNE,263
2002,54,101,WEST VIRGINIA,WEBSTER,196
2002,54,105,WEST VIRGINIA,WIRT, (D)
2002,54,109,WEST VIRGINIA,WYOMING, (D)
2002,55,001,WISCONSIN,ADAMS,"22,532"
2002,55,047,WISCONSIN,GREEN LAKE,"26,189"
2002,55,057,WISCONSIN,JUNEAU,"33,408"
2002,55,077,WISCONSIN,MARQUETTE,"32,811"
2002,55,097,WISCONSIN,PORTAGE,"76,250"
2002,55,135,WISCONSIN,WAUPACA,"81,675"
2002,55,137,WISCONSIN,WAUSHARA,"28,219"
2002,55,141,WISCONSIN,WOOD,"61,652"
2002,55,009,WISCONSIN,BROWN,"76,723"
2002,55,015,WISCONSIN,CALUMET,"47,532"
2002,55,029,WISCONSIN,DOOR,"45,881"
2002,55,039,WISCONSIN,FOND DU LAC,"100,043"
2002,55,061,WISCONSIN,KEWAUNEE,"58,679"
2002,55,071,WISCONSIN,MANITOWOC,"100,825"
2002,55,087,WISCONSIN,OUTAGAMIE,"67,249"
2002,55,117,WISCONSIN,SHEBOYGAN,"73,942"
2002,55,139,WISCONSIN,WINNEBAGO,"40,088"
2002,55,003,WISCONSIN,ASHLAND,"12,825"
2002,55,019,WISCONSIN,CLARK,"112,722"
2002,55,051,WISCONSIN,IRON, (D)
2002,55,069,WISCONSIN,LINCOLN,"29,561"
2002,55,073,WISCONSIN,MARATHON,"146,295"
2002,55,085,WISCONSIN,ONEIDA,"1,867"
2002,55,099,WISCONSIN,PRICE,"14,588"
2002,55,119,WISCONSIN,TAYLOR,"34,406"
2002,55,125,WISCONSIN,VILAS,"1,211"
2002,55,037,WISCONSIN,FLORENCE,"6,318"
2002,55,041,WISCONSIN,FOREST,"8,531"
2002,55,067,WISCONSIN,LANGLADE,"23,776"
2002,55,075,WISCONSIN,MARINETTE,"46,776"
2002,55,078,WISCONSIN,MENOMINEE, (D)
2002,55,083,WISCONSIN,OCONTO,"69,205"
2002,55,115,WISCONSIN,SHAWANO,"112,428"
2002,55,005,WISCONSIN,BARRON,"111,260"
2002,55,007,WISCONSIN,BAYFIELD,"21,436"
2002,55,013,WISCONSIN,BURNETT,"28,055"
2002,55,017,WISCONSIN,CHIPPEWA,"119,109"
2002,55,031,WISCONSIN,DOUGLAS,"11,890"
2002,55,095,WISCONSIN,POLK,"93,433"
2002,55,107,WISCONSIN,RUSK,"33,790"
2002,55,113,WISCONSIN,SAWYER,"14,688"
2002,55,129,WISCONSIN,WASHBURN,"21,266"
2002,55,021,WISCONSIN,COLUMBIA,"76,925"
2002,55,025,WISCONSIN,DANE,"115,701"
2002,55,027,WISCONSIN,DODGE,"118,424"
2002,55,045,WISCONSIN,GREEN,"151,808"
2002,55,055,WISCONSIN,JEFFERSON,"50,610"
2002,55,105,WISCONSIN,ROCK,"58,113"
2002,55,059,WISCONSIN,KENOSHA,"13,562"
2002,55,079,WISCONSIN,MILWAUKEE,"1,510"
2002,55,089,WISCONSIN,OZAUKEE,"25,425"
2002,55,101,WISCONSIN,RACINE,"18,930"
2002,55,127,WISCONSIN,WALWORTH,"36,629"
2002,55,131,WISCONSIN,WASHINGTON,"45,183"
2002,55,133,WISCONSIN,WAUKESHA,"29,387"
2002,55,023,WISCONSIN,CRAWFORD,"91,330"
2002,55,043,WISCONSIN,GRANT,"260,699"
2002,55,049,WISCONSIN,IOWA,"129,693"
2002,55,065,WISCONSIN,LAFAYETTE,"151,858"
2002,55,103,WISCONSIN,RICHLAND,"95,180"
2002,55,111,WISCONSIN,SAUK,"125,489"
2002,55,123,WISCONSIN,VERNON,"156,861"
2002,55,011,WISCONSIN,BUFFALO,"99,250"
2002,55,033,WISCONSIN,DUNN,"90,721"
2002,55,035,WISCONSIN,EAU CLAIRE,"70,955"
2002,55,053,WISCONSIN,JACKSON,"64,554"
2002,55,063,WISCONSIN,LA CROSSE,"57,453"
2002,55,081,WISCONSIN,MONROE,"121,120"
2002,55,091,WISCONSIN,PEPIN,"37,466"
2002,55,093,WISCONSIN,PIERCE,"84,279"
2002,55,109,WISCONSIN,ST CROIX,"103,130"
2002,55,121,WISCONSIN,TREMPEALEAU,"104,560"
2002,56,005,WYOMING,CAMPBELL,"16,909"
2002,56,011,WYOMING,CROOK,"14,149"
2002,56,019,WYOMING,JOHNSON,"50,447"
2002,56,033,WYOMING,SHERIDAN,"71,744"
2002,56,045,WYOMING,WESTON,"5,761"
2002,56,003,WYOMING,BIG HORN,"92,741"
2002,56,013,WYOMING,FREMONT,"184,041"
2002,56,017,WYOMING,HOT SPRINGS,"22,790"
2002,56,029,WYOMING,PARK,"105,944"
2002,56,043,WYOMING,WASHAKIE,"34,422"
2002,56,001,WYOMING,ALBANY, (D)
2002,56,007,WYOMING,CARBON,"12,057"
2002,56,025,WYOMING,NATRONA,"51,817"
2002,56,037,WYOMING,SWEETWATER,"11,491"
2002,56,009,WYOMING,CONVERSE,"40,662"
2002,56,015,WYOMING,GOSHEN,"126,614"
2002,56,021,WYOMING,LARAMIE,"63,167"
2002,56,027,WYOMING,NIOBRARA,"37,774"
2002,56,031,WYOMING,PLATTE,"49,363"
2002,56,023,WYOMING,LINCOLN,"62,620"
2002,56,035,WYOMING,SUBLETTE, (D)
2002,56,039,WYOMING,TETON,"9,520"
2002,56,041,WYOMING,UINTA,"7,091"
1997,01,087,ALABAMA,MACON,305
1997,01,101,ALABAMA,MONTGOMERY,"1,574"
1997,01,119,ALABAMA,SUMTER,643
1997,01,013,ALABAMA,BUTLER, (D)
1997,01,099,ALABAMA,MONROE,"1,122"
1997,01,009,ALABAMA,BLOUNT,"1,528"
1997,01,015,ALABAMA,CALHOUN,326
1997,01,019,ALABAMA,CHEROKEE,"1,203"
1997,01,029,ALABAMA,CLEBURNE,88
1997,01,043,ALABAMA,CULLMAN,"1,457"
1997,01,049,ALABAMA,DE KALB,428
1997,01,055,ALABAMA,ETOWAH,563
1997,01,071,ALABAMA,JACKSON,395
1997,01,095,ALABAMA,MARSHALL,"1,490"
1997,01,115,ALABAMA,SAINT CLAIR,695
1997,01,033,ALABAMA,COLBERT,546
1997,01,059,ALABAMA,FRANKLIN,308
1997,01,077,ALABAMA,LAUDERDALE,795
1997,01,079,ALABAMA,LAWRENCE,930
1997,01,083,ALABAMA,LIMESTONE,"1,467"
1997,01,089,ALABAMA,MADISON,397
1997,01,103,ALABAMA,MORGAN,234
1997,01,133,ALABAMA,WINSTON,559
1997,01,021,ALABAMA,CHILTON,328
1997,01,027,ALABAMA,CLAY, (D)
1997,01,057,ALABAMA,FAYETTE, (D)
1997,01,075,ALABAMA,LAMAR, (D)
1997,01,081,ALABAMA,LEE,536
1997,01,107,ALABAMA,PICKENS,134
1997,01,111,ALABAMA,RANDOLPH,436
1997,01,123,ALABAMA,TALLAPOOSA, (D)
1997,01,125,ALABAMA,TUSCALOOSA,555
1997,01,127,ALABAMA,WALKER,192
1997,01,031,ALABAMA,COFFEE,238
1997,01,039,ALABAMA,COVINGTON,142
1997,01,041,ALABAMA,CRENSHAW, (D)
1997,01,045,ALABAMA,DALE,450
1997,02,,ALASKA,ANCHORAGE, (D)
1997,04,001,ARIZONA,APACHE,"6,862"
1997,04,005,ARIZONA,COCONINO,"1,236"
1997,04,007,ARIZONA,GILA, (D)
1997,04,015,ARIZONA,MOHAVE,"51,948"
1997,04,017,ARIZONA,NAVAJO,"7,068"
1997,04,025,ARIZONA,YAVAPAI,"13,845"
1997,04,003,ARIZONA,COCHISE,"44,078"
1997,04,009,ARIZONA,GRAHAM,"29,908"
1997,04,011,ARIZONA,GREENLEE,"6,856"
1997,04,012,ARIZONA,LAPAZ,"543,344"
1997,04,013,ARIZONA,MARICOPA,"487,687"
1997,04,019,ARIZONA,PIMA,"10,325"
1997,04,021,ARIZONA,PINAL,"211,660"
1997,04,023,ARIZONA,SANTA CRUZ, (D)
1997,04,027,ARIZONA,YUMA,"290,705"
1997,05,029,ARKANSAS,CONWAY,219
1997,05,045,ARKANSAS,FAULKNER,236
1997,05,053,ARKANSAS,GRANT,619
1997,05,059,ARKANSAS,HOT SPRING, (D)
1997,05,105,ARKANSAS,PERRY, (D)
1997,05,119,ARKANSAS,PULASKI,201
